,Zipcode,Lat,Lon
0,93201,35.862528,-119.573437
1,93201,35.804361,-119.573649
2,93201,35.8044,-119.555879
3,93201,35.78955,-119.555725
4,93201,35.789567,-119.538116
5,93201,35.789863,-119.537358
6,93201,35.789452,-119.526443
7,93201,35.789786,-119.500952
8,93201,35.789924,-119.50015
9,93201,35.789719,-119.49022
10,93201,35.789714,-119.471933
11,93201,35.789836,-119.46429
12,93201,35.790092,-119.427821
13,93201,35.832733,-119.427605
14,93201,35.832939,-119.409635
15,93201,35.876113,-119.409724
16,93201,35.876196,-119.394259
17,93201,35.920145,-119.426322
18,93201,35.920192,-119.426729
19,93201,35.920212,-119.428714
20,93201,35.922014,-119.4311
21,93201,35.934562,-119.447062
22,93201,35.934648,-119.463799
23,93201,35.934785,-119.473714
24,93201,35.934784,-119.537694
25,93201,35.934542,-119.537691
26,93201,35.880324,-119.537816
27,93201,35.877082,-119.543584
28,93201,35.862528,-119.573437
29,93202,36.317147,-119.717974
30,93202,36.313629,-119.718406
31,93202,36.313542,-119.716464
32,93202,36.312806,-119.715662
33,93202,36.310129,-119.715011
34,93202,36.307308,-119.715293
35,93202,36.305704,-119.715557
36,93202,36.305797,-119.709152
37,93202,36.305774,-119.708682
38,93202,36.305746,-119.70662
39,93202,36.305729,-119.70202
40,93202,36.31031,-119.702033
41,93202,36.310524,-119.703773
42,93202,36.311222,-119.701978
43,93202,36.313553,-119.701993
44,93202,36.313557,-119.705509
45,93202,36.315191,-119.705862
46,93202,36.315943,-119.701154
47,93202,36.316891,-119.697576
48,93202,36.316606,-119.699584
49,93202,36.31919,-119.699228
50,93202,36.321927,-119.697066
51,93202,36.321864,-119.702996
52,93202,36.316864,-119.702914
53,93202,36.316241,-119.706037
54,93202,36.320332,-119.705954
55,93202,36.32036,-119.707398
56,93202,36.322375,-119.707363
57,93202,36.322404,-119.708947
58,93202,36.319709,-119.708971
59,93202,36.318969,-119.713915
60,93202,36.318203,-119.715606
61,93202,36.31716,-119.715562
62,93202,36.317147,-119.717974
63,93203a,35.333694,-118.770792
64,93203a,35.327514,-118.770864
65,93203a,35.330065,-118.765606
66,93203a,35.331473,-118.761154
67,93203a,35.333734,-118.760173
68,93203a,35.333679,-118.762469
69,93203a,35.333694,-118.770792
70,93203b,35.208623,-118.967595
71,93203b,35.194043,-118.967614
72,93203b,35.193979,-118.94991
73,93203b,35.136535,-118.950094
74,93203b,35.13654,-118.941256
75,93203b,35.129165,-118.941275
76,93203b,35.129234,-118.950252
77,93203b,35.100396,-118.950108
78,93203b,35.100282,-118.92367
79,93203b,35.09293,-118.923718
80,93203b,35.092828,-118.914693
81,93203b,35.091165,-118.914974
82,93203b,35.088658,-118.916468
83,93203b,35.085696,-118.917365
84,93203b,35.078422,-118.917389
85,93203b,35.077127,-118.899706
86,93203b,35.074498,-118.899945
87,93203b,35.07447,-118.917401
88,93203b,35.067212,-118.917424
89,93203b,35.067107,-118.935343
90,93203b,35.038122,-118.935371
91,93203b,35.038125,-118.92173
92,93203b,35.005562,-118.942986
93,93203b,35.003468,-118.943514
94,93203b,34.9916,-118.942462
95,93203b,34.989847,-118.942887
96,93203b,34.986008,-118.945395
97,93203b,34.972734,-118.941204
98,93203b,34.972293,-118.940947
99,93203b,34.971788,-118.938512
100,93203b,34.971877,-118.935348
101,93203b,34.967732,-118.921718
102,93203b,34.964548,-118.913097
103,93203b,34.969308,-118.901218
104,93203b,34.972579,-118.89443
105,93203b,34.980045,-118.89885
106,93203b,34.981877,-118.900852
107,93203b,34.98446,-118.902189
108,93203b,34.984689,-118.858706
109,93203b,34.987263,-118.85556
110,93203b,35.009035,-118.8557
111,93203b,35.009004,-118.873511
112,93203b,35.016309,-118.873489
113,93203b,35.016317,-118.89112
114,93203b,35.023551,-118.891033
115,93203b,35.023642,-118.889947
116,93203b,35.023612,-118.873494
117,93203b,35.038105,-118.873366
118,93203b,35.038132,-118.864763
119,93203b,35.045366,-118.864872
120,93203b,35.045413,-118.846575
121,93203b,35.038123,-118.846581
122,93203b,35.038051,-118.829213
123,93203b,35.045345,-118.82924
124,93203b,35.045321,-118.819971
125,93203b,35.050284,-118.820383
126,93203b,35.050336,-118.825758
127,93203b,35.052531,-118.826724
128,93203b,35.052499,-118.811451
129,93203b,35.045281,-118.811376
130,93203b,35.045288,-118.808154
131,93203b,35.040685,-118.800539
132,93203b,35.036975,-118.79937
133,93203b,35.032396,-118.796142
134,93203b,35.02863,-118.792644
135,93203b,35.027684,-118.791114
136,93203b,35.024123,-118.794918
137,93203b,35.022232,-118.796257
138,93203b,35.021886,-118.797527
139,93203b,35.018841,-118.799568
140,93203b,35.018246,-118.800792
141,93203b,35.01527,-118.802407
142,93203b,35.011263,-118.806943
143,93203b,35.010393,-118.814847
144,93203b,35.008836,-118.814485
145,93203b,35.008424,-118.815932
146,93203b,35.009958,-118.819384
147,93203b,35.010137,-118.821467
148,93203b,35.009361,-118.823594
149,93203b,34.995379,-118.83154
150,93203b,34.993184,-118.832903
151,93203b,34.991194,-118.832068
152,93203b,34.983003,-118.830902
153,93203b,34.97863,-118.829316
154,93203b,34.970022,-118.82948
155,93203b,34.964555,-118.828837
156,93203b,34.962324,-118.82924
157,93203b,34.96258,-118.833344
158,93203b,34.962598,-118.850226
159,93203b,34.944304,-118.844815
160,93203b,34.941467,-118.844266
161,93203b,34.941055,-118.842319
162,93203b,34.940391,-118.843959
163,93203b,34.937711,-118.845766
164,93203b,34.937757,-118.844542
165,93203b,34.936407,-118.842734
166,93203b,34.935262,-118.842428
167,93203b,34.936442,-118.835588
168,93203b,34.937727,-118.834173
169,93203b,34.93918,-118.830615
170,93203b,34.938641,-118.829769
171,93203b,34.936279,-118.830668
172,93203b,34.937177,-118.828884
173,93203b,34.940731,-118.824929
174,93203b,34.940571,-118.811332
175,93203b,34.937663,-118.810005
176,93203b,34.936014,-118.810458
177,93203b,34.934711,-118.809186
178,93203b,34.932033,-118.804566
179,93203b,34.93439,-118.80455
180,93203b,34.93544,-118.805475
181,93203b,34.936141,-118.804703
182,93203b,34.932961,-118.803666
183,93203b,34.930698,-118.800712
184,93203b,34.929339,-118.798072
185,93203b,34.929098,-118.800428
186,93203b,34.927275,-118.801419
187,93203b,34.928088,-118.804197
188,93203b,34.926803,-118.804688
189,93203b,34.925295,-118.803741
190,93203b,34.924403,-118.805153
191,93203b,34.923779,-118.807853
192,93203b,34.92378,-118.799842
193,93203b,34.924788,-118.79854
194,93203b,34.924766,-118.794902
195,93203b,34.923616,-118.792523
196,93203b,34.926038,-118.791576
197,93203b,34.926083,-118.78738
198,93203b,34.926527,-118.781461
199,93203b,34.927485,-118.77687
200,93203b,34.927756,-118.77309
201,93203b,34.926184,-118.764809
202,93203b,34.92771,-118.76189
203,93203b,34.929186,-118.757244
204,93203b,34.930841,-118.755422
205,93203b,34.930645,-118.753393
206,93203b,34.931044,-118.746018
207,93203b,34.932273,-118.740628
208,93203b,35.028135,-118.741568
209,93203b,35.030851,-118.740647
210,93203b,35.030851,-118.732191
211,93203b,35.029015,-118.731978
212,93203b,35.031248,-118.728886
213,93203b,35.031951,-118.725894
214,93203b,35.031809,-118.723485
215,93203b,35.033203,-118.722251
216,93203b,35.035864,-118.721741
217,93203b,35.037737,-118.720683
218,93203b,35.03992,-118.71677
219,93203b,35.040671,-118.712312
220,93203b,35.043395,-118.709227
221,93203b,35.046162,-118.704773
222,93203b,35.048548,-118.701769
223,93203b,35.049255,-118.699054
224,93203b,35.05011,-118.698411
225,93203b,35.05126,-118.693747
226,93203b,35.051382,-118.68818
227,93203b,35.05279,-118.68322
228,93203b,35.052902,-118.681461
229,93203b,35.053811,-118.680077
230,93203b,35.056931,-118.679504
231,93203b,35.063556,-118.68522
232,93203b,35.066309,-118.687472
233,93203b,35.07008,-118.691074
234,93203b,35.070281,-118.692357
235,93203b,35.074761,-118.695113
236,93203b,35.089611,-118.708018
237,93203b,35.110406,-118.784649
238,93203b,35.135199,-118.772185
239,93203b,35.136144,-118.776013
240,93203b,35.135311,-118.777504
241,93203b,35.135724,-118.779673
242,93203b,35.135963,-118.777681
243,93203b,35.137632,-118.7787
244,93203b,35.138178,-118.783057
245,93203b,35.138864,-118.777666
246,93203b,35.13972,-118.785394
247,93203b,35.139336,-118.786191
248,93203b,35.136931,-118.786316
249,93203b,35.138274,-118.79004
250,93203b,35.137728,-118.792994
251,93203b,35.136127,-118.79526
252,93203b,35.141198,-118.795464
253,93203b,35.141789,-118.79467
254,93203b,35.142138,-118.796808
255,93203b,35.141381,-118.799214
256,93203b,35.141482,-118.805782
257,93203b,35.141131,-118.806476
258,93203b,35.144458,-118.814154
259,93203b,35.144803,-118.814426
260,93203b,35.146596,-118.814446
261,93203b,35.145389,-118.807887
262,93203b,35.145324,-118.804847
263,93203b,35.147205,-118.803422
264,93203b,35.152547,-118.803562
265,93203b,35.15406,-118.803105
266,93203b,35.158096,-118.800864
267,93203b,35.159221,-118.798131
268,93203b,35.160917,-118.797815
269,93203b,35.161262,-118.798735
270,93203b,35.1633,-118.798846
271,93203b,35.164605,-118.797341
272,93203b,35.168428,-118.794496
273,93203b,35.171221,-118.790926
274,93203b,35.174747,-118.788388
275,93203b,35.17596,-118.786993
276,93203b,35.179966,-118.783673
277,93203b,35.180288,-118.788414
278,93203b,35.194677,-118.788299
279,93203b,35.194697,-118.783263
280,93203b,35.20209,-118.788281
281,93203b,35.209244,-118.788166
282,93203b,35.209365,-118.752633
283,93203b,35.216562,-118.752558
284,93203b,35.234952,-118.752591
285,93203b,35.293388,-118.752686
286,93203b,35.316604,-118.752739
287,93203b,35.316714,-118.750675
288,93203b,35.318193,-118.752106
289,93203b,35.3203,-118.752915
290,93203b,35.32849,-118.753029
291,93203b,35.326989,-118.743538
292,93203b,35.326322,-118.740422
293,93203b,35.326726,-118.740271
294,93203b,35.32954,-118.758207
295,93203b,35.329702,-118.76079
296,93203b,35.329416,-118.76456
297,93203b,35.328073,-118.768749
298,93203b,35.325929,-118.771972
299,93203b,35.325149,-118.7748
300,93203b,35.325266,-118.775998
301,93203b,35.328559,-118.789667
302,93203b,35.325842,-118.789645
303,93203b,35.32581,-118.799448
304,93203b,35.32577,-118.807497
305,93203b,35.31845,-118.807464
306,93203b,35.318497,-118.817284
307,93203b,35.318291,-118.818457
308,93203b,35.315704,-118.817423
309,93203b,35.315679,-118.830272
310,93203b,35.317648,-118.830077
311,93203b,35.31767,-118.834323
312,93203b,35.320372,-118.83438
313,93203b,35.320921,-118.838766
314,93203b,35.321104,-118.843026
315,93203b,35.325558,-118.843087
316,93203b,35.325512,-118.852132
317,93203b,35.318078,-118.851922
318,93203b,35.318284,-118.851361
319,93203b,35.318259,-118.842989
320,93203b,35.313999,-118.842974
321,93203b,35.313965,-118.827696
322,93203b,35.313602,-118.82523
323,93203b,35.29649,-118.825072
324,93203b,35.296564,-118.812004
325,93203b,35.296356,-118.807362
326,93203b,35.28548,-118.807528
327,93203b,35.282757,-118.810719
328,93203b,35.282072,-118.807563
329,93203b,35.274766,-118.807481
330,93203b,35.267455,-118.807054
331,93203b,35.267354,-118.832938
332,93203b,35.269656,-118.834493
333,93203b,35.273825,-118.838332
334,93203b,35.267333,-118.838267
335,93203b,35.267315,-118.842772
336,93203b,35.260074,-118.842714
337,93203b,35.25994,-118.86962
338,93203b,35.252613,-118.869564
339,93203b,35.252568,-118.878395
340,93203b,35.216131,-118.878166
341,93203b,35.216165,-118.869187
342,93203b,35.223449,-118.869231
343,93203b,35.223495,-118.860258
344,93203b,35.208957,-118.860163
345,93203b,35.208995,-118.851353
346,93203b,35.194418,-118.85105
347,93203b,35.194363,-118.860067
348,93203b,35.194199,-118.896141
349,93203b,35.208795,-118.896142
350,93203b,35.208623,-118.967595
351,93204,36.010641,-120.182053
352,93204,36.006899,-120.182056
353,93204,36.00711,-120.164553
354,93204,36.001326,-120.164518
355,93204,36.001376,-120.155617
356,93204,35.99266,-120.155457
357,93204,35.992772,-120.146827
358,93204,35.982004,-120.146737
359,93204,35.982592,-120.142885
360,93204,35.992047,-120.128768
361,93204,35.992455,-120.128183
362,93204,35.978082,-120.118005
363,93204,35.978185,-120.128526
364,93204,35.965832,-120.128762
365,93204,35.964596,-120.128794
366,93204,35.964567,-120.111032
367,93204,35.968035,-120.110879
368,93204,35.962242,-120.106742
369,93204,35.957965,-120.111624
370,93204,35.953027,-120.114736
371,93204,35.949503,-120.11101
372,93204,35.949452,-120.141061
373,93204,35.948306,-120.144008
374,93204,35.947962,-120.146536
375,93204,35.94623,-120.146537
376,93204,35.944055,-120.1418
377,93204,35.943188,-120.13628
378,93204,35.943686,-120.134217
379,93204,35.944045,-120.128113
380,93204,35.943183,-120.118682
381,93204,35.943558,-120.111199
382,93204,35.943998,-120.107328
383,93204,35.945236,-120.103993
384,93204,35.944491,-120.104101
385,93204,35.943723,-120.102039
386,93204,35.941842,-120.102401
387,93204,35.935086,-120.095102
388,93204,35.934579,-120.084994
389,93204,35.930853,-120.088847
390,93204,35.929733,-120.08921
391,93204,35.920634,-120.079229
392,93204,35.92063,-120.091154
393,93204,35.919099,-120.091533
394,93204,35.91892,-120.0938
395,93204,35.919748,-120.098685
396,93204,35.91878,-120.10225
397,93204,35.918087,-120.103043
398,93204,35.912734,-120.103244
399,93204,35.909975,-120.101396
400,93204,35.90886,-120.101474
401,93204,35.908734,-120.099237
402,93204,35.907227,-120.096381
403,93204,35.907379,-120.094348
404,93204,35.891552,-120.098096
405,93204,35.890618,-120.098081
406,93204,35.888945,-120.099682
407,93204,35.886726,-120.099456
408,93204,35.882473,-120.100686
409,93204,35.878084,-120.097246
410,93204,35.87611,-120.094122
411,93204,35.873817,-120.092576
412,93204,35.874373,-120.094459
413,93204,35.87301,-120.097945
414,93204,35.872617,-120.103494
415,93204,35.870759,-120.104027
416,93204,35.865195,-120.100811
417,93204,35.863138,-120.100029
418,93204,35.857881,-120.096651
419,93204,35.856311,-120.096056
420,93204,35.851483,-120.101394
421,93204,35.849884,-120.103751
422,93204,35.848487,-120.101519
423,93204,35.846812,-120.096294
424,93204,35.846592,-120.099059
425,93204,35.846623,-120.110941
426,93204,35.832306,-120.11502
427,93204,35.831028,-120.11526
428,93204,35.830449,-120.116981
429,93204,35.829366,-120.115754
430,93204,35.824451,-120.116912
431,93204,35.825014,-120.114933
432,93204,35.824624,-120.1119
433,93204,35.817679,-120.112076
434,93204,35.817152,-120.109744
435,93204,35.817726,-120.107965
436,93204,35.817766,-120.097784
437,93204,35.82093,-120.096185
438,93204,35.81778,-120.09432
439,93204,35.81777,-120.0925
440,93204,35.830764,-120.082693
441,93204,35.832412,-120.081017
442,93204,35.836681,-120.082473
443,93204,35.840465,-120.084615
444,93204,35.842981,-120.085078
445,93204,35.843365,-120.081203
446,93204,35.842407,-120.079858
447,93204,35.844151,-120.080125
448,93204,35.848401,-120.082511
449,93204,35.852909,-120.080436
450,93204,35.854633,-120.080963
451,93204,35.855059,-120.079864
452,93204,35.852284,-120.078213
453,93204,35.85052,-120.074995
454,93204,35.847838,-120.07278
455,93204,35.845975,-120.075104
456,93204,35.84463,-120.072413
457,93204,35.844041,-120.068346
458,93204,35.847025,-120.066076
459,93204,35.845001,-120.060379
460,93204,35.842814,-120.057796
461,93204,35.832572,-120.058038
462,93204,35.832274,-120.048856
463,93204,35.825303,-120.049235
464,93204,35.825149,-120.066856
465,93204,35.817948,-120.06709
466,93204,35.817817,-120.085473
467,93204,35.810555,-120.090171
468,93204,35.802582,-120.090425
469,93204,35.789585,-120.077883
470,93204,35.788729,-120.076235
471,93204,35.78876,-120.063666
472,93204,35.789001,-120.058621
473,93204,35.803399,-120.058066
474,93204,35.803558,-120.033944
475,93204,35.800036,-120.031515
476,93204,35.796233,-120.0312
477,93204,35.796227,-120.03029
478,93204,35.798025,-120.030872
479,93204,35.798542,-120.030018
480,93204,35.797607,-120.027196
481,93204,35.797771,-120.025126
482,93204,35.796308,-120.024391
483,93204,35.799226,-120.020665
484,93204,35.79866,-120.01579
485,93204,35.799599,-120.012951
486,93204,35.799295,-120.008011
487,93204,35.802641,-120.009681
488,93204,35.810725,-120.00051
489,93204,35.827102,-120.009774
490,93204,35.828552,-120.012044
491,93204,35.829496,-120.017589
492,93204,35.831681,-120.014841
493,93204,35.831756,-120.012508
494,93204,35.832633,-120.013029
495,93204,35.835144,-120.020969
496,93204,35.835714,-120.024702
497,93204,35.841368,-120.027159
498,93204,35.842818,-120.032983
499,93204,35.843985,-120.042976
500,93204,35.850572,-120.051337
501,93204,35.84829,-120.054125
502,93204,35.846738,-120.058741
503,93204,35.845211,-120.059468
504,93204,35.846692,-120.060631
505,93204,35.84661,-120.062587
506,93204,35.847846,-120.064571
507,93204,35.850191,-120.064144
508,93204,35.851616,-120.062034
509,93204,35.85301,-120.061737
510,93204,35.854991,-120.062467
511,93204,35.859149,-120.062758
512,93204,35.881009,-120.048539
513,93204,35.882918,-120.047117
514,93204,35.886515,-120.047969
515,93204,35.890901,-120.051378
516,93204,35.89147,-120.049621
517,93204,35.894596,-120.050752
518,93204,35.898882,-120.054293
519,93204,35.899501,-120.055672
520,93204,35.900909,-120.054349
521,93204,35.901217,-120.052879
522,93204,35.902675,-120.053857
523,93204,35.903785,-120.057422
524,93204,35.906371,-120.057195
525,93204,35.949538,-120.057577
526,93204,35.949379,-120.039715
527,93204,35.954939,-120.039614
528,93204,35.959602,-120.046535
529,93204,35.96394,-120.052403
530,93204,35.964211,-120.057512
531,93204,35.967333,-120.057519
532,93204,35.969525,-120.060728
533,93204,35.975227,-120.05946
534,93204,35.97914,-120.059457
535,93204,35.982123,-120.060939
536,93204,35.983837,-120.060583
537,93204,35.987294,-120.06181
538,93204,35.987232,-120.059874
539,93204,35.990499,-120.059219
540,93204,35.992183,-120.057802
541,93204,35.997026,-120.057323
542,93204,36.000969,-120.054767
543,93204,36.007407,-120.057877
544,93204,36.008931,-120.060803
545,93204,36.010475,-120.062618
546,93204,36.011053,-120.064311
547,93204,36.014278,-120.066343
548,93204,36.016205,-120.068071
549,93204,36.016402,-120.070279
550,93204,36.017367,-120.068917
551,93204,36.017071,-120.067256
552,93204,36.018189,-120.065942
553,93204,36.019874,-120.067384
554,93204,36.021664,-120.067511
555,93204,36.022507,-120.066355
556,93204,36.024908,-120.067416
557,93204,36.025506,-120.065819
558,93204,36.028999,-120.067996
559,93204,36.029813,-120.067872
560,93204,36.032809,-120.070222
561,93204,36.034041,-120.07371
562,93204,36.03616,-120.075951
563,93204,36.033861,-120.078659
564,93204,36.035048,-120.083433
565,93204,36.03635,-120.082933
566,93204,36.036264,-120.087304
567,93204,36.033432,-120.08677
568,93204,36.033973,-120.090189
569,93204,36.030172,-120.090191
570,93204,36.029547,-120.090876
571,93204,36.024093,-120.089229
572,93204,36.025344,-120.08994
573,93204,36.024607,-120.092292
574,93204,36.022516,-120.092862
575,93204,36.023225,-120.093695
576,93204,36.023157,-120.096831
577,93204,36.021929,-120.095931
578,93204,36.021854,-120.108681
579,93204,36.01971,-120.108482
580,93204,36.019067,-120.110716
581,93204,36.02161,-120.111269
582,93204,36.020757,-120.112804
583,93204,36.021525,-120.116642
584,93204,36.02683,-120.112856
585,93204,36.029898,-120.112139
586,93204,36.033867,-120.113216
587,93204,36.036283,-120.114506
588,93204,36.037116,-120.115783
589,93204,36.038236,-120.114382
590,93204,36.039185,-120.114808
591,93204,36.040139,-120.117235
592,93204,36.039399,-120.11821
593,93204,36.041068,-120.12083
594,93204,36.041339,-120.122786
595,93204,36.045559,-120.123675
596,93204,36.046973,-120.125699
597,93204,36.047717,-120.123772
598,93204,36.050641,-120.126351
599,93204,36.051716,-120.128169
600,93204,36.031359,-120.154911
601,93204,36.010641,-120.182053
602,93206,35.572529,-119.635458
603,93206,35.570568,-119.634874
604,93206,35.558642,-119.62984
605,93206,35.543811,-119.628366
606,93206,35.529172,-119.625957
607,93206,35.499428,-119.618474
608,93206,35.498553,-119.617896
609,93206,35.490886,-119.616419
610,93206,35.478134,-119.61283
611,93206,35.47079,-119.612922
612,93206,35.467609,-119.610625
613,93206,35.45784,-119.602982
614,93206,35.443608,-119.587423
615,93206,35.441244,-119.585401
616,93206,35.441297,-119.583087
617,93206,35.437541,-119.579359
618,93206,35.434951,-119.574345
619,93206,35.427138,-119.567504
620,93206,35.426739,-119.566467
621,93206,35.42684,-119.542203
622,93206,35.423237,-119.541435
623,93206,35.420219,-119.539829
624,93206,35.412346,-119.538086
625,93206,35.410893,-119.537996
626,93206,35.409899,-119.536788
627,93206,35.40568,-119.536239
628,93206,35.402433,-119.53396
629,93206,35.402912,-119.528844
630,93206,35.402156,-119.527139
631,93206,35.403506,-119.524148
632,93206,35.403505,-119.522609
633,93206,35.402727,-119.521352
634,93206,35.39945,-119.521153
635,93206,35.399437,-119.518417
636,93206,35.390469,-119.518406
637,93206,35.390231,-119.515031
638,93206,35.390244,-119.501074
639,93206,35.390582,-119.48885
640,93206,35.387713,-119.488628
641,93206,35.387467,-119.486913
642,93206,35.38364,-119.483895
643,93206,35.383654,-119.483039
644,93206,35.382665,-119.483149
645,93206,35.371526,-119.480458
646,93206,35.368214,-119.474667
647,93206,35.363494,-119.474195
648,93206,35.362303,-119.470921
649,93206,35.361155,-119.471298
650,93206,35.359224,-119.468899
651,93206,35.357669,-119.467635
652,93206,35.356145,-119.465319
653,93206,35.357848,-119.465334
654,93206,35.354506,-119.460921
655,93206,35.354499,-119.462819
656,93206,35.350935,-119.457406
657,93206,35.350599,-119.455954
658,93206,35.348574,-119.45166
659,93206,35.346068,-119.44722
660,93206,35.339573,-119.447296
661,93206,35.339355,-119.444845
662,93206,35.336262,-119.433322
663,93206,35.330617,-119.420676
664,93206,35.329046,-119.419343
665,93206,35.32645,-119.41838
666,93206,35.324949,-119.416309
667,93206,35.324864,-119.414672
668,93206,35.326015,-119.411782
669,93206,35.326251,-119.409534
670,93206,35.325762,-119.407745
671,93206,35.322595,-119.400463
672,93206,35.321981,-119.394959
673,93206,35.320991,-119.392473
674,93206,35.315905,-119.38715
675,93206,35.315037,-119.38584
676,93206,35.312777,-119.378995
677,93206,35.311439,-119.377135
678,93206,35.308225,-119.374286
679,93206,35.306372,-119.370812
680,93206,35.306196,-119.36741
681,93206,35.301288,-119.355905
682,93206,35.300759,-119.350129
683,93206,35.300227,-119.348698
684,93206,35.296864,-119.344247
685,93206,35.295688,-119.34172
686,93206,35.296718,-119.341426
687,93206,35.311013,-119.34132
688,93206,35.3254,-119.341235
689,93206,35.354913,-119.341316
690,93206,35.35884,-119.341165
691,93206,35.38801,-119.381949
692,93206,35.387947,-119.367852
693,93206,35.38621,-119.363937
694,93206,35.384131,-119.363922
695,93206,35.383751,-119.332086
696,93206,35.441942,-119.331654
697,93206,35.441995,-119.345927
698,93206,35.449259,-119.34581
699,93206,35.44928,-119.350203
700,93206,35.45633,-119.350262
701,93206,35.456643,-119.376792
702,93206,35.463831,-119.376982
703,93206,35.463926,-119.385739
704,93206,35.464682,-119.385767
705,93206,35.464843,-119.38904
706,93206,35.466629,-119.390102
707,93206,35.466813,-119.39346
708,93206,35.468027,-119.394718
709,93206,35.468829,-119.397712
710,93206,35.468898,-119.400425
711,93206,35.471142,-119.400536
712,93206,35.471212,-119.407924
713,93206,35.492911,-119.40803
714,93206,35.493164,-119.412283
715,93206,35.485908,-119.412341
716,93206,35.486027,-119.447972
717,93206,35.500528,-119.448018
718,93206,35.500427,-119.474697
719,93206,35.515176,-119.47466
720,93206,35.515361,-119.510571
721,93206,35.508345,-119.510002
722,93206,35.508002,-119.519326
723,93206,35.515434,-119.519587
724,93206,35.515414,-119.52832
725,93206,35.514729,-119.537138
726,93206,35.528462,-119.536602
727,93206,35.528532,-119.546205
728,93206,35.535742,-119.546092
729,93206,35.546522,-119.546454
730,93206,35.551054,-119.546201
731,93206,35.571767,-119.545845
732,93206,35.571402,-119.55005
733,93206,35.571875,-119.598196
734,93206,35.571956,-119.606973
735,93206,35.572529,-119.635458
736,93207,35.887779,-118.787159
737,93207,35.885947,-118.788983
738,93207,35.885517,-118.786994
739,93207,35.883464,-118.787816
740,93207,35.878517,-118.788
741,93207,35.876642,-118.788599
742,93207,35.876277,-118.750974
743,93207,35.861912,-118.750762
744,93207,35.861835,-118.749336
745,93207,35.861842,-118.732385
746,93207,35.861771,-118.680428
747,93207,35.833353,-118.680304
748,93207,35.833582,-118.627771
749,93207,35.839836,-118.627654
750,93207,35.839835,-118.609009
751,93207,35.847377,-118.609008
752,93207,35.847374,-118.593959
753,93207,35.841994,-118.593953
754,93207,35.843786,-118.592936
755,93207,35.844442,-118.59152
756,93207,35.845905,-118.590308
757,93207,35.847352,-118.586982
758,93207,35.847397,-118.575436
759,93207,35.848591,-118.576144
760,93207,35.852268,-118.577289
761,93207,35.8559,-118.57633
762,93207,35.857869,-118.575462
763,93207,35.859385,-118.573256
764,93207,35.859521,-118.570169
765,93207,35.861898,-118.568642
766,93207,35.862321,-118.567795
767,93207,35.861787,-118.565066
768,93207,35.863418,-118.564796
769,93207,35.864147,-118.56392
770,93207,35.863755,-118.562869
771,93207,35.859774,-118.560774
772,93207,35.857602,-118.557902
773,93207,35.854195,-118.556821
774,93207,35.852302,-118.555832
775,93207,35.849583,-118.55582
776,93207,35.84894,-118.55499
777,93207,35.850807,-118.552446
778,93207,35.852505,-118.551354
779,93207,35.855752,-118.550392
780,93207,35.858882,-118.551133
781,93207,35.859589,-118.550923
782,93207,35.853555,-118.548524
783,93207,35.855552,-118.547886
784,93207,35.856482,-118.546986
785,93207,35.85921,-118.546236
786,93207,35.861929,-118.546079
787,93207,35.865133,-118.545442
788,93207,35.865848,-118.544848
789,93207,35.868733,-118.5456
790,93207,35.87023,-118.543237
791,93207,35.872696,-118.542083
792,93207,35.875547,-118.541713
793,93207,35.876423,-118.542707
794,93207,35.878046,-118.54261
795,93207,35.878383,-118.543752
796,93207,35.879925,-118.544618
797,93207,35.883851,-118.544704
798,93207,35.8858,-118.544008
799,93207,35.886627,-118.544403
800,93207,35.886279,-118.546772
801,93207,35.88753,-118.54754
802,93207,35.888518,-118.543774
803,93207,35.890456,-118.544479
804,93207,35.893125,-118.544351
805,93207,35.89522,-118.545782
806,93207,35.897091,-118.546443
807,93207,35.89822,-118.548784
808,93207,35.900082,-118.549873
809,93207,35.901429,-118.551649
810,93207,35.90364,-118.552384
811,93207,35.905212,-118.551306
812,93207,35.906433,-118.549653
813,93207,35.907982,-118.550996
814,93207,35.909445,-118.548684
815,93207,35.90979,-118.545973
816,93207,35.910333,-118.545318
817,93207,35.910412,-118.542276
818,93207,35.911243,-118.541381
819,93207,35.911795,-118.543508
820,93207,35.913065,-118.544596
821,93207,35.915698,-118.543425
822,93207,35.916325,-118.545225
823,93207,35.918262,-118.547582
824,93207,35.914813,-118.551009
825,93207,35.915345,-118.553135
826,93207,35.917966,-118.551991
827,93207,35.92014,-118.554256
828,93207,35.921986,-118.555627
829,93207,35.922371,-118.556924
830,93207,35.924039,-118.557589
831,93207,35.927578,-118.558009
832,93207,35.929305,-118.557716
833,93207,35.929694,-118.558379
834,93207,35.932625,-118.557077
835,93207,35.935282,-118.554905
836,93207,35.933729,-118.558051
837,93207,35.931812,-118.559771
838,93207,35.932056,-118.560987
839,93207,35.933222,-118.561221
840,93207,35.933962,-118.565408
841,93207,35.93357,-118.566208
842,93207,35.931719,-118.566946
843,93207,35.93092,-118.569537
844,93207,35.929926,-118.57038
845,93207,35.929767,-118.573222
846,93207,35.930848,-118.573669
847,93207,35.931112,-118.57199
848,93207,35.933611,-118.571811
849,93207,35.934133,-118.570434
850,93207,35.935559,-118.573322
851,93207,35.935897,-118.571574
852,93207,35.936881,-118.570365
853,93207,35.937252,-118.56868
854,93207,35.938213,-118.569057
855,93207,35.939271,-118.56708
